id,name
tax_group_0,TVA0%
tax_group_3,TVA3%
tax_group_6,TVA6%
tax_group_7,TVA7%
tax_group_8,TVA8%
tax_group_10,TVA10%
tax_group_12,TVA12%
tax_group_13,TVA13%
tax_group_14,TVA14%
tax_group_15,TVA15%
tax_group_16,TVA16%
tax_group_17,TVA17%
