"id","name","code","user_type_id/id","note","chart_template_id/id","nocreate","reconcile"
"chartgr_33_10","Δοσοληπτικοίλογ/σμοί","33.10","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_11","Βραχ/σμεςαπαιτήσειςκατάσυγγενών(συνδεδεμένων)επιχ/σεωνσεδρχ.","33.11","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_12","Βραχ/σμεςαπαιτήσειςκατάσυγγενών(συνδεδεμένων)επιχ/σεωνσεΞ.Ν.","33.12","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_00","Προκαταβολήφόρουεισοδήματος","33.13.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_01","ΠαρακρατημένοςφόροςεισοδήματοςαπόμερίσματαμετοχώνεισαγμένωνστοΧρηματιστήριο","33.13.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_02","Παρακρατημένοςφόροςεισοδήματοςαπόμερίσματαμετοχών μη εισαγμένωνστοΧρηματιστήριο","33.13.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_03","Παρακρατημένοςφόροςεισοδήματοςαπόμερίσματαμετοχώναλλοδαπής","33.13.03","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_04","ΠαρακρατημένοςφόροςεισοδήματοςαπόσυμμετοχέςσεΕΠΕαλλοδαπής","33.13.04","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_05","Παρακρατημένοςφόροςεισοδήματοςαπόμερίδιααμοιβαίωνκεφαλαίων","33.13.05","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_06","Παρακρατημένοςφόροςεισοδήματοςαπότόκους","33.13.06","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_07","ΠαρακρατημένοςφόροςεισοδήματοςαπόσυμμετοχέςσεΕΠΕ,ΟΕκαιΕΕκαικοινοπραξίεςεκτέλεσηςτεχνικώνέργωνημεδαπής","33.13.07","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_10","ΠαρακρατημένοςφόροςεισοδήματοςαπόπωλήσειςστοΕλλ.Δημόσιο","33.13.10","account.data_account_type_current_assets","4%γιααγαθά,8%γιαυπηρεσίεςκαι1% γιαπετρελαιοειδή(πωλήσειςστοΔημόσιο).","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_90","ΣυμψηφιστέοςστηνεπόμενηχρήσηΦ.Π.Α.","33.13.90","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_13_99","Λοιποίπαρακρατημένοιφόροιεισοδήματος","33.13.99","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_14_00","Απαιτήσειςαπόειδικέςεπιχορηγήσεις","33.14.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_14_01","Δασμοίκαιλοιποίφόροιεισαγωγήςπροςεπιστροφή","33.14.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_15","Λογαριασμοίενεργοποίησηςεγγυήσεωνπρομηθευτώνσεδρχ.(Guarantie)","33.15","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_16","ΛογαριασμοίενεργοποίησηςεγγυήσεωνπρομηθευτώνσεΞ.Ν.(Guarantie)","33.16","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_17","Λογαριασμοίδεσμευμένων(BLOQUE)καταθέσεωνσεδρχ","33.17","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_18","Λογαριασμοίδεσμευμένων(BLOQUE)καταθέσεωνσεΞ.Ν.","33.18","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_19","Μακροπρόθεσμεςαπαιτήσειςεισπρακτέεςστηνεπόμενηχρήσησεδρχ","33.19","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_20","ΜακροπρόθεσμεςαπαιτήσειςεισπρακτέεςστηνεπόμενηχρήσησεΞ.Ν.","33.20","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_21","Βραχυπρόθεσμεςαπαιτήσειςκατάλοιπώνσυμμετοχικούενδιαφέροντοςεπιχειρήσεωνσεδρχ","33.21","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_22","ΒραχυπρόθεσμεςαπαιτήσειςκατάλοιπώνσυμμετοχικούενδιαφέροντοςεπιχειρήσεωνσεΞ.Ν.","33.22","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_90","Επιταγέςεισπρακτέεςμεταχρονολογημένες","33.90","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_91","Επιταγέςσεκαθυστέρηση","33.91","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_95","Λοιποίχρεώστεςδιάφοροι,δρχ.","33.95","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_96","Λοιποίχρεώστεςδιάφοροι,Ξ.Ν.","33.96","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_97","Χρεώστεςεπισφαλείς","33.97","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_98","ΕπίδικεςαπαιτήσειςκατάΕλληνικούΔημοσίου","33.98","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_33_99","Λοιποίχρεώστεςεπίδικοι","33.99","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_00","ΜετοχέςεισηγμένεςστοΧρηματιστήριοεταιριώνεσωτερικού","34.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_01","ΜετοχέςμηεισηγμένεςστοΧρηματιστήριοεταιριώνεσωτερικού","34.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_02","ΑνεξόφλητεςμετοχέςεισηγμένεςστοΧρηματιστήριοεταιριώνεσωτερικού","34.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_03","ΑνεξόφλητεςμετοχέςμηεισηγμένεςστοΧρηματιστήριοεταιριώνεσωτερικού","34.03","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_04","Μερισματοαποδείξειςεισπρακτέεςμετοχώνεταιριώνεσωτερικού","34.04","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_05","Ομολογίεςελληνικώνδανείων","34.05","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_06","Ανεξόφλητεςομολογίεςελληνικώνδανείων","34.06","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_07","Μερίδιααμοιβαίωνκεφαλαίωνεσωτερικού","34.07","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_08","ΈντοκαγραμμάτιαΕλληνικούΔημοσίου","34.08","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_09","Λοιπάχρεώγραφαεσωτερικού","34.09","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_10","ΜετοχέςεισηγμένεςστοΧρηματιστήριοεταιριώνεξωτερικού","34.10","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_11","ΜετοχέςμηεισηγμένεςστοΧρηματιστήριοεταιριώνεξωτερικού","34.11","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_12","ΑνεξόφλητεςμετοχέςεισηγμένεςστοΧρηματιστήριοεταιριώνεξωτερικού","34.12","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_13","ΑνεξόφλητεςμετοχέςμηεισηγμένεςστοΧρηματιστήριοεταιριώνεξωτερικού","34.13","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_14","Μερισματοαποδείξειςεισπρακτέεςμετοχώνεταιριώνεξωτερικού","34.14","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_15","Ομολογίεςαλλοδαπώνδανείων","34.15","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_16","Ανεξόφλητεςομολογίεςαλλοδαπώνδανείων","34.16","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_17","Μερίδιααμοιβαίωνκεφαλαίωνεξωτερικού","34.17","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_19","Λοιπάχρεώγραφαεξωτερικού","34.19","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_20","Προεγγραφέςσευπόέκδοσημετοχέςεταιριώνεσωτερικού","34.20","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_21","Προεγγραφέςσευπόέκδοσημετοχέςεταιριώνεξωτερικού","34.21","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_22","Προεγγραφέςσεομολογιακάδάνειαεσωτερικού","34.22","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_23","Προεγγραφέςσεομολογιακάδάνειαεξωτερικού","34.23","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_24","Χρεώγραφασετρίτουςγιαεγγύηση","34.24","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_25","Ίδιεςμετοχές","34.25","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_91","ΌμολογαΕλληνικούΔημοσίου","34.91","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_92","ΤραπεζικάΟμόλογα","34.92","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_34_99","Προβλέψειςγιαυποτιμήσεις","34.99","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_00","Εκτελωνιστές-Λογ/σμοιπρόςαπόδοση","35.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_01","Προσωπικό-Λογ/σμοιπρόςαπόδοση","35.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_02","Λοιποίσυνεργάτεςτρίτοι-Λογ/σμοιπρόςαπόδοση","35.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_03","Πάγιεςπροκαταβολές","35.03","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_35_04","Πιστώσειςυπέρτρίτων","35.04","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_00","Έξοδαεπομένωνχρήσεων","36.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_01","Έσοδαχρήσηςεισπρακτέα","36.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_02","Αγορέςυπόπαραλαβή","36.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_36_03","Εκπτώσειςεπίαγορώνχρήσηςυπόδιακανονισμό","36.03","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_01","Διάμεσοςλογ/σμόςπρόςαπόδοση","38.01","account.data_account_type_liquidity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_02","Ληγμένατοκομερίδιαγιαείσπραξη","38.02","account.data_account_type_liquidity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_04","Καταθέσειςπροθεσμίαςσεδρχ.","38.04","account.data_account_type_liquidity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_05","ΚαταθέσειςόψηςσεΞ.Ν.","38.05","account.data_account_type_liquidity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_38_06","ΚαταθέσειςπροθεσμίαςσεΞ.Ν.","38.06","account.data_account_type_liquidity","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_30","Πελάτες","39.30","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_31","Γραμμάτιαεισπρακτέα","39.31","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_32","Παραγγελίεςστοεξωτερικό","39.32","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_33","ΧρεώστεςΔιάφοροι","39.33","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_34","Χρεώγραφα","39.34","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_35","Λογαρ.διαχειρίσεωςΠροκατ/λώνκαιπιστώσεων","39.35","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_36","ΜεταβατικοίλογαριασμοίΕνεργητικού","39.36","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_39_38","ΧρηματικάΔιαθέσιμα","39.38","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_00","Καταβεβλημένομετοχικόκεφάλαιοκοινώνμετοχών","40.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_01","Καταβεβλημένομετοχικόκεφάλαιοπρονομιούχωνμετοχών","40.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_02","Οφειλόμενομετοχικόκεφάλαιοκοινώνμετοχών","40.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_03","Οφειλόμενομετοχικόκεφάλαιοπρονομιούχωνμετοχών","40.03","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_04","Κοινόμετοχικόκεφάλαιοαποσβεσμένο","40.04","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_05","Προνομιούχομετοχικόκεφάλαιοαποσβεσμένο","40.05","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_06","Εταιρικόκεφάλαιο","40.06","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_07","Κεφάλαιοατομικώνεπιχειρήσεων","40.07","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_90","Αμοιβαίοκεφάλαιο","40.90","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_91","Καταβλήμενοσυνεταιρικόκεφάλαιο","40.91","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_40_92","Οφειλόμενοσυνεταιρικόκεφάλαιο","40.92","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_00","Καταβλημένηδιαφοράαπόέκδοσημετοχώνυπέράρτιο","41.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_01","Όφειλόμενηδιαφοράαπόέκδοσημετοχώνυπέράρτιο","41.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_02","Τακτικόαποθεματικό","41.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_03","Αποθεματικάκαταστατικού","41.03","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_04","Ειδικάαποθεματικά","41.04","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_05","Έκτακτααποθεματικά","41.05","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_06","Διαφορέςαπόαναπροσασμογήαξίαςσυμμετοχώνκαιχρεωγράφων","41.06","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_07","Διαφορέςαπόαναπροσασμογήαξίαςλοιπώνπεριουσιακώνστοιχείων","41.07","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_08","Αφορολόγητααποθεματικάειδικώνδιατάξεωννόμων","41.08","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_09","Αποθεματικόγιαίδιεςμετοχές","41.09","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_10","Επιχορηγήσειςπαγίωνεπενδύσεων","41.10","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_90","Αποθεματικάαπόαπαλλασσόμενατηςφορολογίαςέσοδα","41.90","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_91","Αποθεματικάαπόέσοδαφορολογηθέντακατ'ειδικότρόπο","41.91","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_92","Αφορολόγητακέρδητεχνικώνκαιοικοδομικώνεπιχειρήσεων","41.92","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_41_95","Διαφοράαπόεισφοράμηχανολογικούεξοπλισμούωςσυμμετοχήμαςσεεταιρίαεξωτερικού","41.95","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_00","Υπόλοιποκερδώνειςνέο","42.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_01","Υπόλοιποζημιώνχρήσηςειςνέο","42.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_02","Υπόλοιποζημιώνπροηγουμένωνχρήσεων","42.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_03","Ζημιέςπολυετούςαπόσβεσης","42.03","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_42_04","Διαφορέςφορολογικούελένχου","42.04","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_00","Καταθέσειςμετόχων","43.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_01","Καταθέσειςεταίρων","43.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_02","Διαθέσιμαμερίσματαχρήσηςγιααύξησημετοχικούκεφαλαίου","43.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_43_90","Αποθεματικάδιατιθέμεναγιααύξησηκεφαλαίου","43.90","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_00_00","Σχηματισμένεςπροβλέψεις","44.00.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_00_01","Χρησιμοποιημένεςπροβλέψεις","44.00.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_09_00","Σχηματισμένεςπροβλέψεις","44.09.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_09_01","Χρησιμοποιημένεςπροβλέψεις","44.09.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_10","Προβλέψειςαπαξιώσεωνκαιυποτιμήσεωνγηπέδων","44.10","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_11","Προβλέψειςγιαεπισφαλείςαπαιτήσεις","44.11","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_12","Προβλέψειςγιαεξειρετικούςκινδύνουςκαιέκτακταέξοδα","44.12","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_13","Προβλέψειςγιαέξοδαπροηγουμένωνχρήσεων","44.13","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_14","Προβλέψειςγιασυναλλαγματικέςδιαφορέςαπόαποτίμησηαπαιτήσεωνκαιλοιπώνυποχρεώσεων","44.14","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_15","Προβλέψειςγιασυναλλαγματικέςδιαφορέςαπόπιστώσειςκαιδάνειαγιακτήσηπαγίων","44.15","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_44_98","Λοιπέςέκτακτεςπροβλέψεις","44.98","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_00","Ομολογιακάδάνειασεδρχ.μημετατρέψιμασεμετοχές","45.00","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_01","Ομολογιακάδάνειασεδρχ.μετατρέψιμασεμετοχές","45.01","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_02","Ομολογιακάδάνειασεδρχ.μερήτραΞ.Ν.μημετατρέψιμασεμετοχές","45.02","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_03","Ομολογιακάδάνειασεδρχ.μερήτραΞ.Ν.μετατρέψιμασεμετοχές","45.03","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_04","ΟμολογιακάδάνειασεΞ.Ν.μημετατρέψιμασεμετοχές","45.04","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_05","ΟμολογιακάδάνειασεΞ.Ν.μετατρέψιμασεμετοχές","45.05","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_10","Τράπεζες-λογ/σμοίμακροπροθέσμωνυποχρεώσεωνσεδρχ.","45.10","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_11","Τράπεζες-λογ/σμοίμακρ/σμωνυποχρεώσεωνσεδρχ.μερήτραΞ.Ν.","45.11","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_12","Τράπεζες-λογ/σμοίμακροπροθέσμωνυποχρεώσεωνσεΞ.Ν.","45.12","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_13","Ταμιευτήρια-λογ/σμοίμακροπροθέσμωνυποχρεώσεων","45.13","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_14","Μακροπρόθεσμεςυποχρεώσειςπροςσυνδεδεμένεςεπιχειρήσειςσεδρχ.","45.14","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_15","ΜακροπρόθεσμεςυποχρεώσειςπροςσυνδεδεμένεςεπιχειρήσειςσεΞ.Ν.","45.15","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_16","Μακροπρόθεσμεςυποχρεώσειςπροςλοιπέςσυμμετοχικούενδιαφέροντοςεπιχειρήσειςσεδρχ.","45.16","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_17","ΜακροπρόθεσμεςυποχρεώσειςπροςλοιπέςσυμμετοχικούενδιαφέροντοςεπιχειρήσειςσεΞ.Ν.","45.17","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_18","Μακροπρόθεσμεςυποχρεώσειςπροςεταίρουςκαιδιοικούντες","45.18","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_19","Γραμμάτιαπληρωτέασεδρχ.","45.19","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_20","ΓραμμάτιαπληρωτέασεΞ.Ν.","45.20","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_21","ΓραμμάτιαπληρωτέαέκδοσηςΝ.Π.Δ.Δ.ΚαιΔημοσίωνΕπιχειρήσεων","45.21","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_22","ΕλληνικόΔημόσιο(οφειλόμενηφόροι)","45.22","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_23","ΑσφαλιστικοίΟργανισμοί","45.23","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_24","Μηδεδουλευμένοιτόκοιγραμματίωνπληρωτέωνσεδρχ.","45.24","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_25","ΜηδεδουλευμένοιτόκοιγραμματίωνπληρωτέωνσεΞ.Ν.","45.25","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_26","ΜηδεδουλευμένοιτόκοιγραμματίωνπληρωτέωνέκδοσηςΝ.Π.Δ.Δ.καιΔημοσίωνΕπιχειρήσεων(αντίθετοςλογ/σμός)","45.26","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_98","Λοιπέςμακροπρόθεσμεςυποχρεώσειςσεδρχ.","45.98","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_45_99","ΛοιπέςμακροπρόθεσμεςυποχρεώσειςσεΞ.Ν.","45.99","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_49_44","Προβλέψεις","49.44","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_49_45","Μακροπρόθεσμεςυποχρεώσεις","49.45","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_49_48","ΛογαριασμοίΣυνδέσμουμελοιπάυποκαταστήματα","49.48","account.data_account_type_current_assets","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_00","Προμηθευτέςεσωτερικού","50.00","account.data_account_type_payable","","l10n_gr.l10n_gr_chart_template","False","True"
"chartgr_50_01","Προμηθευτέςεξωτερικού","50.01","account.data_account_type_current_liabilities","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_02","ΕλληνικόΔημόσιο","50.02","account.data_account_type_current_liabilities","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_50_03","ΝΠΔΔκαιΔημόσιεςΕπιχειρήσεις","50.03","account.data_account_type_current_liabilities","","l10n_gr.l10n_gr_chart_template","False","False"
